Category,Specialty Area,Work Role,Competency Grouping,Competency ID,Competency,KSA ID,KSA
Investigate (IN),Digital Forensics (FOR),Forensics Analyst (IN-FOR-001),Operational,C030,"Legal, Government, and Jurisprudence",K0155,Knowledge of electronic evidence law.
Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),Operational,C030,"Legal, Government, and Jurisprudence",K0156,Knowledge of legal rules of evidence and court procedure.
Investigate (IN),Digital Forensics (FOR),Forensics Analyst (IN-FOR-001),Operational,C030,"Legal, Government, and Jurisprudence",K0156,Knowledge of legal rules of evidence and court procedure.
Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),Operational,C030,"Legal, Government, and Jurisprudence",K0168,"Knowledge of applicable laws, statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures."
Investigate (IN),Digital Forensics (FOR),Forensics Analyst (IN-FOR-001),Operational,C030,"Legal, Government, and Jurisprudence",K0168,"Knowledge of applicable laws, statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures."
Oversee and Govern (OV),Executive Cyber Leadership (EXL),Executive Cyber Leadership (OV-EXL-001),Operational,C030,"Legal, Government, and Jurisprudence",A0094,"Ability to interpret and apply laws, regulations, policies, and guidance relevant to organization cyber objectives."
Oversee and Govern (OV),Executive Cyber Leadership (EXL),Executive Cyber Leadership (OV-EXL-001),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),Operational,C030,"Legal, Government, and Jurisprudence",K0351,"Knowledge of applicable statutes, laws, regulations and policies governing cyber targeting and exploitation."
Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Operate and Maintain (OM),Knowledge Management (KMG),Knowledge Manager (OM-KMG-001),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Operational,C030,"Legal, Government, and Jurisprudence",K0524,"Knowledge of relevant laws, regulations, and policies."
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Operational,C030,"Legal, Government, and Jurisprudence",S0193,Skill in complying with the legal restrictions for targeted information.
Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Cyber Legal Advisor (OV-LGA-001),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Privacy Officer/Privacy Compliance Manager (OV-LGA-002),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Privacy Officer/Privacy Compliance Manager (OV-LGA-002),Operational,C030,"Legal, Government, and Jurisprudence",K0168,"Knowledge of applicable laws, statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures."
Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Cyber Legal Advisor (OV-LGA-001),Operational,C030,"Legal, Government, and Jurisprudence",K0267,"Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures."
Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Cyber Legal Advisor (OV-LGA-001),Operational,C030,"Legal, Government, and Jurisprudence",K0341,Knowledge of foreign disclosure policies and import/export control regulations as related to cybersecurity. 
Operate and Maintain (OM),Network Services (NET),Network Operations Specialist (OM-NET-001),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Information Technology (IT) Project Manager (OV-PMA-002),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),IT Investment/Portfolio Manager (OV-PMA-004),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),IT Program Auditor (OV-PMA-005),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Product Support Manager (OV-PMA-003),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Program Manager (OV-PMA-001),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Information Technology (IT) Project Manager (OV-PMA-002),Operational,C030,"Legal, Government, and Jurisprudence",K0196,Knowledge of Import/Export Regulations related to cryptography and other security technologies.
Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Product Support Manager (OV-PMA-003),Operational,C030,"Legal, Government, and Jurisprudence",K0196,Knowledge of Import/Export Regulations related to cryptography and other security technologies.
Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Program Manager (OV-PMA-001),Operational,C030,"Legal, Government, and Jurisprudence",K0196,Knowledge of Import/Export Regulations related to cryptography and other security technologies.
Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),Operational,C030,"Legal, Government, and Jurisprudence",A0094,"Ability to interpret and apply laws, regulations, policies, and guidance relevant to organization cyber objectives."
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Operational,C030,"Legal, Government, and Jurisprudence",A0094,"Ability to interpret and apply laws, regulations, policies, and guidance relevant to organization cyber objectives."
Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),Operational,C030,"Legal, Government, and Jurisprudence",K0168,"Knowledge of applicable laws, statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures."
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Operational,C030,"Legal, Government, and Jurisprudence",K0168,"Knowledge of applicable laws, statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures."
Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),Operational,C030,"Legal, Government, and Jurisprudence",K0267,"Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures."
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Operational,C030,"Legal, Government, and Jurisprudence",K0267,"Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures."
Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Policy and Strategy Planner (OV-SPP-002),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Workforce Developer and Manager (OV-SPP-001),Operational,C030,"Legal, Government, and Jurisprudence",K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. "
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Policy and Strategy Planner (OV-SPP-002),Operational,C030,"Legal, Government, and Jurisprudence",K0127,"Knowledge of the nature and function of the relevant information structure (e.g., National Information Infrastructure)."
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Workforce Developer and Manager (OV-SPP-001),Operational,C030,"Legal, Government, and Jurisprudence",K0127,"Knowledge of the nature and function of the relevant information structure (e.g., National Information Infrastructure)."
